document	title	document_count	title_count
شهدت طنجة، خلال السنوات الأخيرة، معدلات عالية من التطور في مجالات التنمية العمرانية، واكبتها مشاريع هامة انعكست بشكل إيجابي على جوانب ومجالات متعددة، وساهمت في إحداث نوعية متطورة من مراكز الترفيه وفضاءات اللعب المخصصة لتسلية الأطفال، التي أصبح بعضها يشكل وسيلة من وسائل الجذب السياحي URL هذه الفضاءات أهمية خاصة بالنسبة إلى جميع الآباء والأمهات، الذين ظلوا لسنوات طويلة يطالبون بإنجاز ملاعب متميزة ومجالات تتوفر على فعاليات ترفيهية تجذب أطفالهم وتكون بعيدة عن مصادر الخطر، إذ يعتبر جل المهتمين بالشأن المحلي، أن الفضاءات العمومية التي تمت تهيئتها وتجهيزها بألعاب جديدة للأطفال، إضافة نوعية ومتنفسا يحج إليها الصغار والكبار في أوقات فراغهم للاستراحة والترفيه. فجل الأحياء السكنية بمدينة طنجة، أصبحت اليوم تتوفر على مساحات للعب ملائمة لفئة الأطفال، تتميز بتجهيزاتها المتطورة وألعابها المتنوعة، إذ لقيت هذه العملية حماسا ملحوظا لدى عدد من الأطفال، الذين اقتحموا هذه الفضاءات وأصبحوا قادرين على اللعب وممارسة حقهم في الحركة والجري، فيما أبدى أولياؤهم ارتياحا ملحوظا لأن هذه المبادرة ستجنب أطفالهم اللعب على الطرقات، خاصة في الإجازات والعطل URL نجد، من أهم هذه الفضاءات، مركب “بلاي بارك مالباطا”، الذي لا يمكن لعابري خليج طنجة أن يمروا دون التوقف بملاعبه المختلفة وأضوائه المتوهجة، التي تبهر الصغار والكبار، خصوصا أن هذا النوع من الفضاءات الترفيهية، لا يوجد مثيل له في مدن المملكة، وهو ما يخلق ازدحاما يوميا بمحيط وداخل هذا المركب الترفيهي المكشوف، خاصة عند نهاية الأسبوع وفي العطل URL في إنجاز هذا المركب الضخم، الذي فتح أبوابه في وجه أطفال وشباب المدينة في 15 يونيو 2010، كل من الشركة المغربية للهندسة السياحية (صاحبة المشروع)، والمبادرة الوطنية للتنمية البشرية (التمويل)، إضافة إلى الجمعية المغربية “أوسي بييا ماروك”، التي تكفلت بعملية التسيير، وهي الجمعية الوحيدة في المغرب المتخصصة في ألعاب الهواء الطلق. يتكون المركب من ثلاثة مرافق أساسية، الأول يحتوي على ساحات وملاعب رياضية خاصة بكرة القدم المصغرة والسلة والطائرة والمستطيلة ومدار لألعاب القوى، فيما خصص المرفق الثاني للتزحلق الاحترافي بكل أنواعه، بينما يتكون الثالث من قاعدة مائية لممارسة جميع الألعاب المائية بما فيها القوارب والألواح الشراعية. وأوضح محمد تاركو، مدير المركب، أن الهدف من إحداث هذا المركز هو التشجيع على ممارسة الرياضة وخلق روح التنافس الشريف بين الأطفال وبث الروح الرياضية لدى الممارسين، مبرزا أن الجمعية تراعي الجانب الاجتماعي لسكان المدينة، وتتيح لكل الأطفال فرصة اللعب والاستمتاع لفترة مفتوحة بأثمنة رمزية لا تتعدى درهمين للفرد، معتبرا أن هذا المبلغ زهيد جدا مقابل الخدمات التي توفرها الجمعية لقضاء وقت ممتع داخل URL تاركو ل “الصباح” “نحن في هذه الجمعية، دخلنا في هذا العالم من أوسع الأبواب، لأننا تعاملنا مع أهم الشركات والوكالات العالمية المتخصصة في صناعة ألعاب الترفيه والألعاب السياحية، وقمنا بتكوين كل المشرفين والعاملين بالمركب في المجالات الرياضية الخاصة بهذه الملاعب، ما جعلنا نأخذ مكانا متقدما بين عدد من الدول الممارسة لهذا النوع الترفيهي، ونكسب ثقة الجمعيات الخيرية، التي تستفيد بالمجان من خدمات المشروع، وذلك بناء على اتفاقيات الشراكة المبرمة بيننا”.وبخصوص التزحلق الاحترافي، أوضح مدير المركب أن الجمعية تسمح لكل الأطفال بممارسة هذا النوع الرياضي بالمجان، شريطة احترام قوانين اللعبة، التي تؤكد على ضرورة أخذ الدروس الأولية قبل الممارسة، مع ارتداء الخوذة ولوازم الحماية وأدوات التزحلق اللائقة، مبرزا أن الألعاب الشراعية لا يستفيد منها إلا الأطفال الذين يفوق سنهم 8 سنوات. وتفيد سجلات الإدارة، أن المركب الترفيهي “بلاي بارك مالباطا” يشهد إقبالا غير عاد خلال نهاية الأسبوع وأيام العطل المدرسية، إذ يزداد الإقبال على الألعاب المتوفرة وتفوق نسبة الملء 90 في المائة مقارنة بالأيام العادية، سيما أن المركب يوجد بالمحاداة مع البحر، ويشجع الآباء والأمهات على مرافقة أبنائهم من أجل التنزه وممارسة رياضة المشي على الشاطئ المجاور. المختار الرمشي (طنجة)	الفضاءات الترفيهية بطنجة وسيلة جذب سياحي	562	6
السودان اليوم : قال وزير الموارد المائية والري والكهرباء URL موسى عبدالله، يوم الإثنين، إن السودان يواصل حاليا مجهوداته من أجل تطوير عناصر بنيته التحتية لتنفيذ برنامجه النووي، مؤكدا الشروع في بناء أول محطة نووية بعد اكتمال المسوحات الأولية. وأعلن موسى خلال تقديمه لبيان السودان أمام الدورة ال(61) للمؤتمر العام للوكالة الدولية للطاقة الذرية في فيينا، اكتمال المسوحات الأولية لتحديد موقع المحطة وبدء خطط عمل الدراسات التأكيدية والتفصيلية وذلك بنهاية العام الجاري 2017. ويهدف السودان لبناء المحطة الأولى بغرض توليد الكهرباء بالتعاون مع الوكالة الدولية. وشدد على أهمية الدور الذي تلعبه الوكالة الدولية للطاقة الذرية عبر برامجها المختلفة دعما للسلام والتنمية من خلال توسيع الاستخدامات السلمية للطاقة الذرية. وأكد الوزير التزام السودان بإنفاذ برامج الوكالة من خلال استضافته للأنشطة الإقليمية والدولية، بجانب التزامه الكامل بالاتفاقيات والمعاهدات ذات الصلة. تطور كبير ونوه موسى إلى التطور الكبير الذي تشهده البلاد على المستويين التشريعي والرقابي والذي تمثل في إجازة مشروع قانون الرقابة على الأنشطة النووية والإشعاعية من قبل المجلس الوطني “البرلمان”، وتبعه تكوين لجان فنية لصياغة وتحديث لوائح الأمان والأمن النووي والإشعاعي. وأشاد بدعم الوكالة الدولية للسودان في مجال بناء القدرات البشرية والمادية للجهاز الوطني للرقابة النووية والإشعاعية. وأشار الوزير في بيانه إلى توقيع مذكرات تفاهم واتفاقيات مع الصين وروسيا في إطار تطوير العلاقات لاسيما وأنهما من الدول المالكة للتكنولوجيا النووية المأمونة. وقال إنه في إطار التعاون مع الوكالة والاهتمام بالأمن الغذائي، فإن السودان قام بصياغة مشروع قومي مع إدارة التعاون الفني بالوكالة لتأسيس معمل مرجعي للأمان الغذائي بهدف قياس متبقيات المبيدات والأسمدة والمضادات الحيوية في المنتجات الحيوانية والنباتية، حيث يشارك السودان بنسبة 80 بالمئة من قيمة التأسيس.	السودان يكمل المسوحات لبناء أول محطة نووية	255	7
السودان اليوم : نفذت اللجنة العليا لشوؤن المستهلكين بكسلا عملية إبادة (15) طن من السلع منتهية الصلاحية وغير المطابقة للمواصفات والمحظورة. وشهد الابادة وزير المالية بالولاية ممثل والي ولاية كسلا معتصم ابكر، ووكيل نيابة حماية المستهلك مولانا فدوي عمر عبدالله، وممثل مباحث حماية المستهلك، ومدير إدارة التجارة بالولاية. واشاد وزير المالية بالولاية بالجهود التي تبذلها اللجنة لمحاربة كافة أنواع المخالفات والسلع الغير مطابقة للمواصفات وشدد سيادتة علي مواصله هذه الحملات لتجفيف الاسواق من السلع. وفي ذات السياق أوضح السيد مدير فرع كسلا بالهيئة السودانية للمواصفات والمقاييس المكلف أحمد عبدالماجد الكندو في تصريح ل(smc) أن الابادة جاءت نتيجة الحملات النوعية التي قامت بها فرق التفتيش والتي غطت الاسواق الرئيسية والفرعية واحياء محلية كسلا في الضفة الغربية والشرقية ، موضحا ان المواد التي تم ابادتها شملت (الدقيق والحبوب والبقوليات والمعلبات والحلويات والبسكويت).	ولاية كسلا: إبادة (15) طن من السلع منتهية الصلاحية والمحظورة	130	10
في إطار المساهمة في تطوير وتنويع خدماته، خاصة الرقمية منها، شرع البريد التونسي منذ بداية شهر جويلية في ترويج بطاقة دولية جديدة مسبقة الدفع « e-Dinar Travel ». البطاقة الدفع الدولية الجديدة« e-Dinar Travel» ، هي بطاقة ذكية ومسبقة الدفع، تخول لحامليها من التمتع 'بالإحاطة عند السفر إلى الخارج' لمدة سنة للمكتتب ولأفراد عائلته ( القرين والأطفال في الكفالة). ومن خصائص بطاقة « e-Dinar Travel » أنها سهلة الاستعمال و مؤمنة، تمكن حاملها من خلاص المشتريات بالخارج عبر الآلات الطرفية « TPE » لدى التجار باستعمال الرقم السري المتكون من 04 أرقام وسحب الأموال من الموزعات الآلية للأوراق المالية DAB وكذلك سحب الأموال بشبابيك المؤسسات المالية المجهزة بالآلات الطرفية « TPE » بالإضافة إلى الحجز للإقامة بالنزل بالخارج والتمتع بعديد الخدمات المتعلقة بالإقامة عن بعد عبر الأنترنات.	البريد يشرع في ترويج بطاقة دولية جديدة	127	7
على توجيه مراسلة إلى رئاسة الحكومة لتفعيل صندوق الجوائح الطبيعية لا سيما بعد الأضرار التي لحقت أراضي الفلاحين جراء الأمطار الأخيرة . ناقش أعضاء المكتب التنفيذي لاتحاد الفلاحين مساء يوم الثلاثاء مسائل متعددة تهم القطاع ومن بينها المواسم الفلاحية,وقد أكد مساعد رئيس مكلف بالعلاقات العامة والاتصال أنيس خرباش في تصريح ل«المغرب» انه تبعا لتهاطل كميات كبيرة من الأمطار أضرت بمحاصيل الفلاحين وبأراضيهم ,فإن المكتب التنفيذي قرر توجيه رسالة إلى رئاسة الحكومة يطالب فيها بالتسريع في إحداث صندوق الجوائح الطبيعية لاسيما وأن الفلاحين قد شاركوا في موارد هذا الصندوق والتي وصلت إلى 4 مليون دينار وذلك بعد اقتطاع 580 مليم على كل قنطار من الحبوب . كما ناقش الاجتماع مواسم إنتاج الحبوب والطماطم المعدة للتحويل ,حيث تابع المكتب حصيلة موسم تجميع الحبوب,وقد بلغت الكميات المجمعة 7 ملايين و700 ألف قنطار وفقا لمحدثنا الذي أعتبره مؤشرا ايجابيا بالمقارنة مع الصعوبات التي واجهت الموسم خاصة الجفاف الذي ضرب عددا من الجهات المنتجة وبالإضافة إلى موسم الحبوب, فقد ناقش اللقاء موسم الطماطم الذي شارف على الانتهاء ويتوقع أن تصل كميات الطماطم المعدة للتحويل إلى 500 ألف طن. وفي سياق ثان قال خرباش,أن اتحاد الفلاحين قام بتكوين مركز دراسات يعكف على إعداد إستراتيجية مائية للعشر سنوات المقبلة, حيث تم خلال الجلسة تقديم ورقة أولية حول إمكانية عقد جلسات موسعة لوضع إستراتيجية جديدة للمياه وبلورة مقترح يقع توجيهه إلى الحكومة. كما تناول اللقاء الأمر الحكومي المتعلق بتكوين مجلس الحوار الاجتماعي, حيث انتقد خرباش تركيبة غير العادلة للمجلس, حيث يحدد الأمر تركيبة المجلس الذي يتكون من 105 أعضاء على النحو التالي, الحكومة 35 عضو واتحاد الشغل 35 عضو و35 عضو للأعراف بين اتحاد الفلاحين و منظمة الأعراف,غير أن الأمر أعطى تمثيلية أوسع لمنظمة الأعراف ب30 عضوا مقابل 5 أعضاء لاتحاد الفلاحين , وقد اعتبر المصدر ذاته هذا التوزيع «مجحف في حق المنظمة التي تضم أكثرمن 300 ألف منخرط من أرباب الأعمال الفلاحية و أكثر من 65 ألف عائلة فلاحية «وبناءا على ذلك فإن الاتحاد يعتزم بعث مراسلة كتابية إلى رئاسة الحكومة لمراجعة هذا التوزيع. كما سيتم توجيه مراسلة إلى الغرفة الوطنية النقابية لمراكز تجميع الحليب من اجل تفعيل الزيادة المتفق عليها في سعر التجميع بداية من 7 جويلية المنقضي على عكس ما ذهب إليه المجمعون حيث قاموا بإحتساب الزيادة بداية من 1 أوت الجاري. وأمام موجة ارتفاع أسعار الأعلاف المتتالية فقد تم تكوين لجنة خاصة لمتابعة قطاع الأعلاف مع مختلف المتدخلين في القطاع للنظر في كيفية وضع حد لنزيف الارتفاع لا سيما وأن الأسعار على الصعيد العالمي تشهد تقلبات بين الانخفاض والارتفاع. وعرج المصدر ذاته على نقاط البيع التي شارك اتحاد الفلاحين في تنظيمها وعددها 19 نقطة تعرف إقبالا ضعيفا مقارنة بالعرض وبالأسعار المعتدلة.	إلى جانب انتقاده لتوزيع المقاعد في مجلس الحوار الاجتماعي: اتحاد الفلاحين يطالب بالتسريع في تفعيل صندوق الجوائح الطبيعية	417	18
السودان اليوم : كشف ياسر تيمو مدير الخطوط الجوية السودانية أن طائرة الشركة التي غادرت البلاد بغرض الصيانة إلى أوكرانيا أمس تقدر تكلفة صيانتها ب700الف دولار وليس ملايين الدولارات. وأوضح في تصريح ل(سونا) أن تكلفة الصيانة تنقسم إلى شقين صيانة روتينية قدرت من مركز الصيانة في أوكرانيا بحوالي 350الف دولار وصيانة غير روتينية قدرت عن طريق مسئولي الهندسة والصيانة في سودانير بحوالي 350 الف دولار. وأوضح أن مركز صيانة الشركة غير مصدق لها بالقيام بالصيانة الكبرى لهذا الطراز لعدم توفر المعدات ونقص الخبرات المطلوبة لمثل هذا النوع من الصيانة. وتوصلت دراسة إلى أن إجراء صيانة بواسطة شركة معتمدة من الطيران المدني تعمل خارج السودان أقل تكلفة وتتم في أقصر زمن- وفق ما ذكر تيمو-. وابان أن توفير المعدات المطلوبة داخليا بجانب العمالة يقدر بنحو 800 الف دولار فيما تقدر التكلفة خارج البلاد بحوالي 235 الف دولار اضافة إلى المصروفات الادارية حوالى 100الف دولار فيما تستغرق الصيانة خارج البلاد 40 يوما وفي السودان ثلاثة أشهر وأشار الى أن هناك مهندسين قد رافقا الطائرة ليس من بينهما اداري وأن لدى الشركة تجربة سابقة في صيانة الإيرباص داخل السودان كلفتها مبالغ طائلة وان شركة الإيرباص قد وجهتها واوصتها بأن تتم الصيانة خارج السودان لحين تأهيل مركز الصيانة.	شركة سودانير تكشف أسباب صيانة طائرتها في اوكرانيا	194	8
شهد هشام توفيق، وزير قطاع الأعمال العام، منذ قليل افتتاح المقر الجديد للشركة القابضة للصناعات المعدنية بمنطقة المعادى، بدلا من مقرها القديم بمنطقة جاردن سيتى، وذلك بعد تأسيسه وتجهيزه بأحدث الوسائل وفى مبنى مستقل بنفسه، وبما يواكب قدرة الشركة القابضة للصناعات المعدنية وشركاتها التابعة خاصة أن المقر القديم كان عبارة عن عدد من الوحدات السكنية فى إحدى العمارات المتهالكة. وتم الافتتاح أون لاين بحضور الدكتور مدحت نافع رئيس الشركة القابضة المستقيل والذى ينتهى عمله فى الشركة بنهاية الشهر الجارى. من الجدير بالذكر أن الوزارة تدرس حاليا السيرة الذاتية لعدد من المرشحين لخلافة الدكتور مدحت نافع، رئيس مجلس إدارة الشركة القابضة للصناعات المعدنية المستقيل من منصبه لخلافات فى وجهات النظر، فى عدد من القضايا المتعلقة بالشركات التابعة خاصة مصر للألومنيوم والسبائك الحديدية والنصر لصناعة الكوك والحديد والصلب. جانب من الافتتاح أضافت المصادر ل'اليوم السابع' أنه سيتم تعيين رئيس مجلس إدارة غير متفرغ ورئيس تنفيذى للشركة، فى منصب الدكتور مدحت نافع، الذى كان يتولى منصب رئيس الشركة والعضو المنتدب لها، وذلك تطبيقا لتعديلات قانون قطاع الأعمال العام الأخيرة الخاصة بفصل الإدارة عن الملكية. وتوقعت المصادر أن يتولى 2 من الأسماء المرشحة من رؤساء الشركات التابعة المنصب خلال الفترة المقبلة بعد موافقة الاجهزة الرقابية، لافتة إلى أن من بين الأسماء المرشحة المهندس محمد السعداوى رئيس مجلس الإدارة، والعضو المنتدب الحالى للشركة المصرية للسبائك الحديدية، وأبو المجد محمد إبراهيم مفتاح، رئيس مجلس الإدارة والعضو المنتدب لشركة النصر للتعدين، والمهندس محمود على سالم رئيس مجلس الإدارة والعضو المنتدب لشركة مصر للألومنيوم، والدكتور وائل يوسف، رئيس مجلس الإدارة والعضو المنتدب لشركة المصرية للإنشاءات المعدنية 'ميتالكو' بجانب بعض الترشيحات من خارج القطاع.	وزير قطاع الأعمال العام يشهد افتتاح المقر الجديد للقابضة المعدنية	255	10
السودان اليوم : طالبت غرفة المواد الغذائية باتحاد الغرف الصناعية الجهات المعنية بإصدار التصريحات بتجديدها بعد تمديد فتره الحظر لتتمكن عربات التوزيع من الحركه فى وقت قررت فيه تمديد مشروع من المنتج للمستهلك حتى اخر ايام الحظر بالتنسيق مع وزارة التجارة و الصناعة. وأشار بيان حصلت علية السوداني ممهور بتوقيع رئيس الغرفه كمبال على كمبال البيان إلى أن لجنة غرفة مصنعى المواد الغذائية أكدت موافقتها بالاجماع على تمديد المشروع تقديرا للظروف المعيشية المترتبة من الحظر و للمشاركة في رفع المعاناة عن المواطنين	غرفة المواد الغذائية تعلن عن تمديد مشروع من المنتج للمستهلك	82	10
أصدرت الهيئة العامة للإحصاء (GaStat) اليوم، تقريرها الشهري عن الرقم القياسي لأسعار المستهلك في المملكة العربية السعودية لشهر نوفمبر الماضي، حيث سجل الرقم القياسي العام لأسعار المستهلك انخفاضا خلال شهر نوفمبر 2018م بلغت نسبته 0.2 % مقارنة بالشهر السابق (أكتوبر2018). وأوضح التقرير الشهري الصادر عن الهيئة العامة للإحصاء أن مؤشر الرقم القياسي العام لأسعار المستهلك في المملكة بلغ ( URL في شهر نوفمبر 2018م انخفاضا من ( URL في شهر أكتوبر 2018 بنسبة بلغت 0.2 %. وأرجع التقرير الانخفاض الشهري للمؤشر إلى الانخفاضات التي شهدتها خمسة من الأقسام الرئيسية المكونة للرقم القياسي لأسعار المستهلك، وهي: قسم السكن والمياه والكهرباء والغاز ووقود أخرى بنسبة 0.8 %، قسم المطاعم والفنادق بنسبة URL ، قسم الأغذية والمشروبات بنسبة 0.1 %، قسم الملابس والاحذية بنسبة 0.1 %، وأخيرا قسم الاتصالات بنسبة URL في المقابل شهد قسمان من أقسام المؤشر الرئيسية ارتفاعا، وهما: تأثيث وتجهيزات المنزل بنسبة 0.2 %، وقسم النقل بنسبة 0.2 %. فيما ظلت أقسام التبغ، الصحة، الترفيه والثقافة، التعليم، والسلع والخدمات الشخصية المتنوعة عند مستوى أسعارها السابق ولم يطرأ على أرقامها القياسية أي تغير نسبي يذكر. أما التغير السنوي للمؤشر للرقم القياسي العام لأسعار المستهلك خلال شهر نوفمبر 2018م مقارنة بنظيره من العام السابق فقد سجل ارتفاعا نسبته 2.8 %، حيث بلغ مؤشر الرقم القياسي العام لأسعار المستهلك في المملكة ( URL في شهر نوفمبر 2018م ارتفاعا من ( URL في شهر نوفمبر 2017 بنسبة بلغت 2.8 %. وأرجع التقرير الارتفاع السنوي للمؤشر إلى الارتفاعات التي شهدتها عشرة من الأقسام الرئيسية المكونة للرقم القياسي لأسعار المستهلك، وهي: قسم النقل بنسبة 12.0 %، قسم التبغ بنسبة 10.2 %، قسم المطاعم والفنادق بنسبة 8.6 %، قسم الأغذية والمشروبات بنسبة 7.7 %، وقسم تأثيث وتجهيزات المنزل بنسبة 4.6 %، وقسم الصحة بنسبة 4.0 %، وقسم الترفيه الثقافة بنسبة 3.8 %، وقسم الاتصالات بنسبة 1.3 %، وقسم السلع والخدمات الشخصية المتنوعة بنسبة 0.6 %، وأخيرا قسم التعليم بنسبة 0.2 %. على الجانب الآخر شهد قسمان من أقسام المؤشر الرئيسية انخفاضا، وهما: قسم الملابس والأحذية بنسبة 4.5 %، وقسم السكن والمياه والكهرباء والغاز ووقود أخرى بنسبة 3.1 %.	«الإحصاء»: انخفاض المؤشر الشهري للرقم القياسي لأسعار المستهلك وارتفاع المؤشر السنوي	331	11
الذي اثار حيرة المستهلك في إمكانية النجاح في تلافي هذه النقائص خاصة وأنها تأتي بصفة متواترة وفي فترات متقاربة ونظرا لتعدد الأطراف المتدخلة في حسن تزويد أسواقنا بالمنتوجات الاستهلاكية فان السؤال يطرح على الجميع حول الأسباب والعوامل التي تدفع نحو مثل هذا الاضطراب وكيفية URL حسام التويتي مدير المراقبة والأبحاث الاقتصادية في تصريح ل«المغرب»، انه توجد متابعة لمسالك التوزيع حسب خصوصية المواسم على غرار موسم الشتاء الذي يصاحبه استعمال مكثف للغاز المنزلي مبينا انه تم تذليل الصعوبات وتقريبا المواد متوفرة باستثناء إشكال البيض والسميد ولفت إلى انه يتم الآن الاستعداد لفترة تقاطع الفصول من خلال تكوين المخازن التعديلية، على غرار مخازن للبطاطا، نقص في الانتاجوفيما يتعلق بالأسباب الرئيسية لاضطراب الأسواق في فترات متعددة وبصفة متواترة قال التويتي إن نقص الإنتاج هو دائما السبب الرئيسي وهذا النقص يخلق دائما حالة من اللهفة تتبعها حالات الاحتكار وبالتالي يضطرب التوزيع. وفي وضع العرض والأسعار بالسوق ذات المصلحة الوطنية ببئر القصعة تظهر المعطيات المعروضة والخاصة بيوم امس 6 فيفري نقصا في كميات مجمل الخضر بنسبة تصل إلى 75 % وتخص الفلفل والجلبانة بالمقابل سجلت كل الأسعار ارتفاعا في مقارنة بالفترة نفسها من السنة الفارطة. رجح مسعود عضو المكتب التنفيذي والمكلف بمنظومة الألبان بإتحاد الفلاحة والصيد البحري في تصريح ل«المغرب»، عودة النقص في مادة الحليب في الأسواق في الفترة المقبلة مبينا أن الإنتاج يواصل تسجيل نقص بنحو 10 % مقارنة بالمعدلات العادية أي بنحو 200 إلى 300 ألف لتر يوميا، وبين ان المخازن تقلصت الى 10 ملايين لتر اي لا يكفي لاكثر من 5 ايام في الوقت الذي من المفروض ان يكون المعدل في حدود 60 مليون لتر لفترة تقارب الشهر. وانتقد المتحدث تعاطي الحكومة مع منظومة الألبان وعدم إصدار قرارات مصيرية وهو ما يجعل الأزمة تستفحل وأضاف مسعود ان المنتجين في انتظار ما سينبثق عن اجتماع 5+5 واذا ما لم يتم إفراد المنظومة بقرارات لصالحها فانه سيكون هناك تحرك احتجاجي الذي سيكون في شكل إيقاف الإنتاج. لفت المتحدث أن الأزمة التي تعيشها منظومة الألبان دفعت نحو 200 منتج إلى الخروج من دائرة الإنتاج وتغيير نشاطهم كما أثار مسالة الدعم ليؤكد أن نحو 400 مليون لتر مدعمة تذهب إلى الاستعمال الصناعي داعيا إلى توجيه الدعم إلى المنتج حتى يكون موجها إلى مستحقيه حسب تعبيره. انتهاء اتفاق تسعيرة البيضأما بالنسبة للبيض وما شهده من نقص وارتفاع في الأسعار فقد أوضح رضوان غرافي رئيس الجامعة الوطنية لمربي الدواجن بالإتحاد التونسي للفلاحة والصيد ل«المغرب» ان الاجتماع الذي عقد الشهر الماضي كان قد خلص الى وضع تسعيرة الى حدود 30 جانفي ب210 مليم للبيضة عند الانتاج على ان تصل الى المستهلك بسعر 900 مليم لاربع بيضات واضاف المتحدث أنه اثر انتهاء التاريخ المحدد اصبحت الاسعار تحتكم الى العرض والطلب فالمنتج يقوم بالبيع بسعر 220 مليم للبيضة وتصل الى المستهلك ب950 مليم.	بعد تواتر اضطراب تزود الأسواق بعديد المواد: انتهاء الاتفاق الظرفي لتسعيرة البيض.. منتجو الحليب يهددون بإيقاف الإنتاج ووزارة التجارة تؤكد تدخلها حسب خصوصية المواسم	432	24
يعمد بعض المنعشين العقاريين إلى تحديد آجال دفع الأقساط وزيادات التأخير، التي يتعين على المقتني أداءها، في عقد البيع، وتشير بعض العقود إلى زيادات يمكن أن تصل إلى 10 % من مبلغ الشقة عند أي تأخير، ما يمثل مخالفة لما هو منصوص عليه في القانون، ذلك أن أي تأخير في أداء قسط من الأقساط المتفق عليها، يعرض المقتني لزيادة تعادل 1 % عن كل شهر تأخير، على أن لا يتعدى ذلك سقف 10 %، وهكذا، فإن تطبيق هذه النسبة من الزيادة في الوهلة الأولى يعتبر مخالفا للقانون. في المقابل، فإن القانون، يلزم المنعش، أيضا، بأداء ذعيرة التأخير للمقتني في حال لم يلتزم بموعد التسليم المحدد في العقد، إذ في حال لم يسلم المنعش للمقتني الشقة في الموعد المحدد، فإن القانون يمنح الإمكانية للمقتني أن يوجه إليه رسالة تنبيهية بالبريد المضمون، وبعد انقضاء شهر عن تاريخ التوصل، يصبح المنعش ملزما بأداء ذعيرة بنسبة 1 % من القيمة الإجمالية للعقار، على أن لا تتجاوز الزيادة 10 % من القيمة الإجمالية. وفي هذا الإطار، يلجا بعض المنعشين، من أجل التنصل من ذلك، إلى اختلاق بعض المشاكل في الأوراش للدفع بالقوة القاهرة، وعدم أداء زيادة التأخير للمقتني. ب . ع	آجال الدفع والتسليم… العقد شريعة المتعاقدين	186	6
السودان اليوم : مؤشرأسعار صرف العملات الأجنبية في ( السوق الحرة، السوق الموازي) مقابل الجنيه السوداني بالخرطوم يوم الجمعة22 ديسمبر 2017م . مؤشر أسعار السوق( السوق الحرة ، السوق السوداء ): الدولار الأمريكي : URL الريال السعودي : URL اليورو : URL الدرهم الإماراتي : URL الريال القطري : URL جنيه الجنيه الإسترليني : URL الجنيه المصري : URL	أسعار العملات الاجنبية مقابل الجنيه السوداني ليوم الجمعة الموافق 22ديسمبر2017	59	10
دعا معهد التخطيط القومى لورشة عمل لمناقشة مشروع نظام التأمين الصحى الاجتماعى الشامل، بحضور ممثلين عن وزارة الصحة والمالية، وذلك الأربعاء المقبل بمقر المعهد. يحاضر فى ورشة العمل الدكتور على حجازى رئيس الهيئة العامة للتأمين الصحى لعرض مشروع 'نظام التأمين الصحى الاجتماعى الشامل'، والدكتور محمد معيط نائب وزير المالية لعرض مصادر تمويل التأمين الصحى.	معهد التخطيط يستضيف ممثلين عن وزارتى الصحة والمالية لشرح التأمين الصحى	54	11
شهد جناح المملكة المشارك في معرض بورصة برلين للسياحة 2017 ممثلا بالهيئة العامة للسياحة والتراث الوطني توقيع اتفاقية لتنظيم رحلات للسياح الاماراتيين في مختلف مناطق المملكة. وقال سعود الدرمكي الرئيس التنفيذي لشركة بريمير بأن المملكة تزخر بالمواقع السياحية والتاريخية التي يفضل الاماراتيون زيارتها في مختلف مناطق المملكة في مختلف الفصول، وفي مقدمتها المواقع في الطائف وحائل والاحساء، مشيرا الى انه قد تم الاتفاق على وضع خطة للترويج السياحي للمملكة في الامارات خلال هذا العام. من جانبه أكد فارس السلامة المدير التنفيذي لشركة البراق لتنظيم الرحلات أن المملكة تتميز بتنوع بيئتها مما يؤهلها لاستقبال السياح في مختلف الفصول، وقال بأنه تم إعداد 25 برنامج سياحي لمواطني الامارات ي مناطق المملكة، ويتم تسويق كل منطقة حسب الوقت المناسب لها. وحضر توقيع الاتفاقية كل من عبدالله بن عبدالملك المرشد نائب الرئيس للتسويق والبرامج المكلف في الهيئة العامة للسياحة والتراث الوطني ود .تركي بن نادر مدير عام الموارد البشرية بالهيئة وعدد من المسئولين في الجناح. يشار إلى أن جناح المملكة في معرض بورصة برلين يشهد اتفاقيات وعقود شراكة بين الشركات ووكالات السفر والسياحة السعودية المشاركة في الجناح والشركات السياحية العالمية. وتتولى الهيئة العامة للسياحة والتراث الوطني تنظيم جناح المملكة في المعرض، بمشاركة عدد من شركات الطيران والسفر والسياحة في المملكة.	اتفاقية لتنظيم رحلات سياحية اماراتية للمملكة	196	6
